TITLE,ACTIVE,URL_web,URL_facebook,URL_twitter,URL_youtube,URL_instagram,URL_telegram,URL_tiktok,URL_linkedin,DATE_START_year_offline,DATE_START_year_digital,DATE_START_day_digital,DATE_END_year_digital,DATE_END_day_digital,LOCATION_country,LOCATION_company_address,LOCATION_company_zipcode,LOCATION_town,REACH,NATIVE,PUBLISHER_media_group,PUBLISHER_company_name,PODCAST_offered,PODCAST_native,TOPIC_general_information,TOPIC_special_topic,TOPIC_special_topic_description,OWNERSHIP,DNR,ID_original,lat,lng,REVENUE_specify_other,LANGUAGE_specify_other,createdAt,updatedAt,publishedAt,URL_twitch,URL_whatsapp,platforms,languages,revenues,province,region
Nous Catalans,false,http://www.nouscatalans.cat/,https://www.facebook.com/immigracionouscatalans,https://twitter.com/NousCatalans,,,,,,,,,2018,2018-02-06,ES,,,Barcelona,local,true,,Fun­dació Nous Catalans,,,,,,,false,ES_2389,41.3873974,2.168568,,,2022-09-06T09:22:22.212Z,2023-01-27T11:11:14.463Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
Nova Badia,false,http://www.novabadia.com/,https://www.facebook.com/Badia-al-dia-143161382385822,https://twitter.com/novabadia,,,,,,,,,,,ES,,,Badia del Vallés,local,false,,Centre Cultural Nova Badia,,,,,,,false,ES_2391,41.508052,2.1152932,,,2022-09-06T09:22:16.160Z,2023-01-27T11:11:14.485Z,2022-09-06T09:22:58.469Z,,,web,"spanish, catalan",,Barcelona,Cataluña
Nova Conca,true,http://www.novaconca.cat/,https://www.facebook.com/Nova-Conca-416691665047110,https://twitter.com/NovaConca,http://www.youtube.com/user/Elvallenc,,,,,,2012,,,,ES,"Plaza de la Torratxa, s/n, Valls (Tarragona).",43800,Conca de Barberà,local,false,,"El Vallenc, SL",false,false,true,General,,,false,ES_2393,41.2872481,1.2545805,,,2022-09-06T09:22:05.943Z,2023-01-27T11:11:22.471Z,2022-09-06T09:22:58.469Z,,,"print, web",catalan,"Advertising, Subsidies (public or private)",Tarragona,Cataluña
Nova Ràdio Lloret,true,http://www.novaradiolloret.org/,https://www.facebook.com/nova.radiolloret,https://twitter.com/novaradiolloret,https://www.youtube.com/channel/UCNzgSBe8lDMPGxaNTQbOasg,https://www.instagram.com/novaradiolloret/,,,,,2005,,,,ES,"Sant Pere, 36. 17310 Lloret de Mar",17310,Lloret de Mar,local,false,,Ens Autònom Serveis Municipals de Comunicació de Lloret de Ma,true,false,true,General,,,false,ES_2396,41.70067,2.846199,,,2022-09-06T09:22:36.783Z,2023-01-27T11:11:19.795Z,2022-09-06T09:22:58.469Z,,,"radio, tv, web",catalan,Advertising,Girona,Cataluña
Nova Tàrrega,true,http://www.novatarrega.cat/,https://www.facebook.com/novatarrega,https://twitter.com/RadioTarrega,,https://www.instagram.com/novatarrega,,,,,2015,,,,ES,"Governador Padules, 2, 25300 - Tàrrega",25300,Tárrega,local,false,,,false,false,true,General,,,false,ES_2397,41.6480294,1.137326,,,2022-09-06T09:22:03.141Z,2023-01-27T11:11:21.041Z,2022-09-06T09:22:58.469Z,,,"web, print",catalan,"Suscription, membership or payment, Subsidies (public or private), Advertising",Lleida,Cataluña
Novelda Radio,true,http://www.noveldaradio.es/,https://www.facebook.com/noveldaradio,https://twitter.com/arasdecesped_nr,,,,,,,2006,,,,ES,"San Pascual, 4, 03660 NOVELDA – Alicante",03660,Novelda,local,false,,,true,false,true,General,,,false,ES_2403,38.3857514,-0.76553,,,2022-09-06T09:21:48.365Z,2023-01-27T11:11:25.533Z,2022-09-06T09:22:58.469Z,,,"web, radio","valencian, spanish",,Alicante/Alacant,Comunitat Valenciana
Núvol,true,http://www.nuvol.com/,https://www.facebook.com/elnuvol,https://twitter.com/nuvol_com,https://www.youtube.com/channel/UC1W7gMVWgAQHNW4vjFJWXDA,https://www.instagram.com/nuvol_com/,,,,,2012,2012-04-12,,,ES,"Ferlandina, 43 08001 Barcelona",08001,Barcelona,local,true,,Edicions del Núvol SLU,true,true,false,Cultura (literatura; cine; música; arte),"libros, artes, teatro, etc",private,false,ES_2419,41.3795863,2.1683571,,,2022-09-06T09:22:21.414Z,2023-01-27T11:11:14.527Z,2022-09-06T09:22:58.469Z,,,"app, web, print",catalan,"Advertising, Suscription, membership or payment",Barcelona,Cataluña
Olot Televisió,true,http://www.olot.tv/,https://www.facebook.com/olotelevisio,https://twitter.com/olotelevisio,https://www.youtube.com/channel/UCuR17OlvRdibKeof-o1VpRw,https://www.instagram.com/olotelevisio/,,,,1998,2002,,,,ES,"Edifici Simon, Carrer Pou del Glaç, 6-B, 17800 Olot, Girona",17800,Olot,local,false,Corisa Media Grup,"Olot Televisió, SL",false,false,true,General,,,false,ES_2443,42.1805011,2.4823338,,,2022-09-06T09:22:32.133Z,2024-01-18T14:01:41.435Z,2022-09-06T09:22:58.469Z,,,"tv, web",catalan,"Advertising, Subsidies (public or private)",Girona,Cataluña
Ona Bages,true,http://onabages.cat/,https://www.facebook.com/onabages,https://twitter.com/onabages,https://www.youtube.com/channel/UCJBu4dJLfOAaIx5Mkr5_e7A,https://www.instagram.com/onabages/,https://t.me/ob_onabages,,,,2015,,,,ES,"Travessia Teatre, 4, 08650 Sallent, Barcelona",08650,Sallent,local,false,XAL (Xarxa Audiovisual Local),Ona Bages SCCL.,true,false,true,General,,,false,ES_2447,41.8249186,1.895189,,,2022-09-06T09:22:11.899Z,2023-01-27T11:11:14.567Z,2022-09-06T09:22:58.469Z,,,"radio, web",catalan,"Branded content, Advertising, Subsidies (public or private)",Barcelona,Cataluña
Ona Codinenca,true,http://www.onacodinenca.cat/,https://www.facebook.com/OnaCodinencaRadio,https://twitter.com/onacodinenca,https://www.youtube.com/channel/UCYUEbgzCM222XcOrt0JRWIA,https://www.instagram.com/onacodinenca/,https://t.me/onacodinenca,,,,2008,,,,ES,"Carretera Sant Llorenç, 6, 08182 Sant Feliu de Codines, Barcelona",08182,Sant Feliu de Codines,local,false,,,true,false,true,General,,,false,ES_2448,41.6892628,2.1606422,,,2022-09-06T09:22:19.749Z,2023-01-27T11:11:14.588Z,2022-09-06T09:22:58.469Z,,,"web, radio",catalan,Advertising,Barcelona,Cataluña
Ona La Torre,true,http://www.ona-latorre.cat/,https://www.facebook.com/ona.latorre,https://twitter.com/OnaLaTorre,https://www.youtube.com/channel/UCIDaKkkwxE8_U-SoRAwkdZw,https://www.instagram.com/ona_la_torre/,,,,,2006,,,,ES,"Garrofers, 8, baixos · 43830 Torredembarra",43830,Torredembara,local,false,,,true,false,true,General,,,false,ES_2449,41.1455546,1.4048627,,,2022-09-06T09:22:07.117Z,2023-01-27T11:11:22.495Z,2022-09-06T09:22:58.469Z,,,"radio, app, web",catalan,Advertising,Tarragona,Cataluña
Ona Mar,true,http://www.onamar.net/,https://www.facebook.com/onamarfm.net,https://twitter.com/onamarfm,,http://www.instagram.com/onamarfm,,,,,2004,,,,ES,"Ronda de Sant Antoni de Llefià, 08913 Badalona, Barcelona",08913,Badalona,local,false,,,true,false,false,Cultura (literatura; cine; música; arte),música pop,,false,ES_2450,41.441092,2.217466,,,2022-09-06T09:22:27.651Z,2023-01-27T11:11:14.606Z,2022-09-06T09:22:58.469Z,,,"web, radio",catalan,Donations and crowdfunding,Barcelona,Cataluña
Ona Mediterrània Radio,true,http://www.onamediterrania.cat/,https://www.facebook.com/OnaMediterrani,https://twitter.com/onamediterrania,,,,,,,,,,2018-09-22,ES,"Can Alcover - Espai de cultura de Sant Alonso, 24. 07001 Palma (Illes Balears)",07001,Mallorca,local,false,,Associació Ona Mediterrània,,,,,,,false,ES_2451,39.5666004,2.6526286,,,2022-09-06T09:22:34.179Z,2024-03-03T21:10:41.381Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Illes Balears,Balears; Illes
Ona Moianès,true,https://onabages.cat/moianes/,https://www.facebook.com/Ona-Moian%C3%A8s-1575100686104115,https://twitter.com/OnaMoianes,,,,,,,,,,2019-04-24,ES,,,Moianès,local,false,,Ona Bages SCCL.,,,,,,,false,ES_2452,41.8310862,2.0959429,,,2022-09-06T09:22:15.733Z,2024-03-03T21:11:33.503Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
Ona Sants-Monjüic,true,http://onadesants.cat/,https://www.facebook.com/Radioonadesants,https://twitter.com/onadesants,https://www.youtube.com/user/OnadesantsTV,http://www.instagram.com/onadesants,,,,,2012,,,,ES,"Premià, 15 2on - 08014 BARCELONA (Catalunya)",08014,Sants-Montjuic,hyperlocal,false,,Ateneu Popular de Sants-Ona de Sants-Montjuïc,true,false,true,General,,,false,ES_2453,41.3764963,2.1389247,,,2022-09-06T09:22:17.427Z,2024-03-03T17:58:30.746Z,2022-09-06T09:22:58.469Z,,,"radio, web",catalan,"Advertising, Subsidies (public or private)",Barcelona,Cataluña
Onda Cero Castellón,true,http://www.ondacero.es/emisoras/comunidad-valenciana/castellon/,https://www.facebook.com/ondacerocastellon,https://twitter.com/OCR_Castellon,,https://www.instagram.com/ondacerocastellon/,,,,,,,,,ES,"Ronda del Millars, 186, 12002 Castellón de la Plana, Castellón",12002,Castellón,local,false,Atresmedia,"Atresmedia Corporación de Medios de Comunicación, S.A.",true,true,true,General,,private,false,ES_2474,39.9807701,-0.0430706,,,2022-09-06T09:21:57.587Z,2023-01-27T11:11:26.990Z,2022-09-06T09:22:58.469Z,,,"radio, web, app","valencian, spanish",Advertising,Castellón/Castelló,Comunitat Valenciana
Onda Cero Catalunya,true,http://www.ondacero.es/emisoras/catalunya/,https://www.facebook.com/ondacerocatalunya,https://twitter.com/OndaCero_cat,,,,,,,,,,,ES,"La Rambla, 88, 08002 Barcelona",08002,Barcelona,local,false,Atresmedia,"Atresmedia Corporación de Medios de Comunicación, S.A.",true,true,true,General,,private,false,ES_2475,41.3816771,2.1730395,,,2022-09-06T09:22:23.597Z,2023-01-27T11:11:14.670Z,2022-09-06T09:22:58.469Z,,,"web, app, radio",catalan,Advertising,Barcelona,Cataluña
Onda Cero Lleida,true,http://www.ondacero.es/emisoras/catalunya/lleida/,https://www.facebook.com/ondacero.lleida,https://twitter.com/OndaCeroLleida,,,,,,,,,,,ES,"Avenida Isla Graciosa 13 - CP: 28703 San Sebastián de los Reyes, Madrid. ",28703,Lleida,local,false,Atresmedia,"Atresmedia Corporación de Medios de Comunicación, S.A.",true,true,true,General,,private,false,ES_2489,40.5573101,-3.6157183,,,2022-09-06T09:16:55.460Z,2023-01-27T11:11:21.063Z,2022-09-06T09:22:58.469Z,,,"web, radio, app",catalan,Advertising,Lleida,Cataluña
Onda Cero Marina-Baixa,true,http://www.ondacero.es/emisoras/comunidad-valenciana/marina-baixa/,https://www.facebook.com/Onda-Cero-Marina-Baixa-184117021664804,https://twitter.com/OndaCeroMB,,,,,,,,,,,ES,"Plaça de la Generalitat, 8, 03570 La Vila Joiosa, Alacant",03570,Marina-Baixa,local,false,Atresmedia,"Atresmedia Corporación de Medios de Comunicación, S.A.",true,true,true,General,,private,false,ES_2495,38.5060519,-0.2323997,,,2022-09-06T09:21:56.167Z,2023-01-27T11:11:25.626Z,2022-09-06T09:22:58.469Z,,,"app, web, radio","spanish, valencian",Advertising,Alicante/Alacant,Comunitat Valenciana
Onda Cero Tarragona,true,http://www.ondacero.es/emisoras/catalunya/tarragona/,https://www.facebook.com/ondacerotgn,https://twitter.com/ondacerotgn,,,,,,,,,,,ES,"Rambla Nova, 43001 Tarragona",43001,Tarragona,local,false,Atresmedia,"Atresmedia Corporación de Medios de Comunicación, S.A.",true,true,true,General,,private,false,ES_2509,41.1170589,1.2493634,,,2022-09-06T09:22:05.022Z,2023-01-27T11:11:22.517Z,2022-09-06T09:22:58.469Z,,,"web, app, radio",catalan,Advertising,Tarragona,Cataluña
Onda Cero Vilanova,true,http://www.ondacero.es/emisoras/catalunya/vilanova/,,https://twitter.com/OCVilanova,,,,,,,,,,,ES,"Rambla de Josep Antoni Vidal, 10, 08800 Vilanova i la Geltrú, Barcelona",08800,Vilanova,local,false,Atresmedia,"Atresmedia Corporación de Medios de Comunicación, S.A.",true,true,true,General,,private,false,ES_2515,41.2208035,1.7253507,,,2022-09-06T09:22:09.868Z,2023-01-27T11:11:14.690Z,2022-09-06T09:22:58.469Z,,,"web, app, radio",catalan,Advertising,Barcelona,Cataluña
ON Economía,true,https://www.oneconomia.com,,https://twitter.com/ON_Economia,,,,,,,2022,2022-12-01,,,ES,"Numància, 46, 4a A - 08029 Barcelona",08029,Barcelona,national,true,,"Grup Les Noticies de Catalunya, S.L.",,,,Economía y empresa,,private,false,,41.38343776823957,2.139417925799574,,,2023-06-02T14:52:27.155Z,2023-06-05T08:36:26.895Z,2023-06-02T14:52:30.364Z,,,web,"catalan, spanish",Advertising,Barcelona,Cataluña
Opcions,true,http://opcions.org/,https://www.facebook.com/revistaopcions,https://twitter.com/opcions,,https://www.instagram.com/opcions.coop/,,,,,2004,,,,ES,Pg. d'Urrutia 17 - 08042 Barcelona,08042,Barcelona,local,false,,,false,false,false,Otros,consumo responsable,,false,ES_2555,41.4362889,2.1646814,servicios empresas,,2022-09-06T09:22:20.299Z,2023-01-27T11:11:14.711Z,2022-09-06T09:22:58.469Z,,,"print, web, app",catalan,"Suscription, membership or payment, Advertising, Donations and crowdfunding, Consultancy, events and other sources",Barcelona,Cataluña
Orgull Ràdio,false,http://orgull.cat/,https://www.facebook.com/OrgullRadio/,https://twitter.com/orgullradio,,https://www.instagram.com/orgullradio/,,,,,2019,2019-05-17,2022,,ES,"Casal Mas Guinardó, Plaça Salvador Riera, 2. 08041 Barcelona",08041,Barcelona,local,true,,Associació Jove Orgull Media,true,true,false,Otros,radio LGTB,private,false,ES_2559,41.4185311,2.1747276,,,2022-09-06T09:22:23.716Z,2024-03-03T21:12:16.208Z,2022-09-06T09:22:58.469Z,,,"radio, app, web",catalan,Subsidies (public or private),Barcelona,Cataluña
Osona Informa!,false,http://osonainforma.cat/,https://www.facebook.com/Osonainforma,https://twitter.com/Osonainforma,,,,,,,2014,,,,ES,"Santa Llucia, 82, baixos - Terrassa - 08222",08222,Tarrasa,local,true,,"SERVEIS EMPRESARIALS AL TEU SERVEI, SL",,,,,,private,false,ES_2562,41.560028,2.0325903,,,2022-09-06T09:22:13.486Z,2023-01-27T11:11:14.758Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
Osona Nació Digital,true,http://www.naciodigital.cat/osona/,https://www.facebook.com/osonacom,https://twitter.com/osona,https://www.youtube.com/user/NacioDigitaltv,https://www.instagram.com/naciodigital,https://telegram.me/naciodigital,,,,1996,1996-05-19,,,ES,"Passeig de Gràcia, 26, 4t (08007 Barcelona)",08007,Osona,local,true,,SCG Aquitània SL,false,false,true,General,,private,false,ES_2563,41.3903717,2.1679521,,,2022-09-06T09:22:20.939Z,2023-01-27T11:11:14.780Z,2022-09-06T09:22:58.469Z,,,"app, web",catalan,"Subsidies (public or private), Advertising",Barcelona,Cataluña
Página 66,true,http://pagina66.com/,https://www.facebook.com/pagina66,https://twitter.com/pagina66,https://www.youtube.com/user/pagina66videos,https://www.instagram.com/66pagina/,,,,,2009,2009-12-10,,,ES,"Gongora 11, 1, 03803 Alcoy, Alacant",03803,Alcoy,local,true,,"Página 66 Noticias, S.L.",false,false,true,General,,private,false,ES_2575,38.7026697,-0.4782268,,,2022-09-06T09:21:50.826Z,2023-01-27T11:11:25.669Z,2022-09-06T09:22:58.469Z,,,web,"valencian, spanish",Advertising,Alicante/Alacant,Comunitat Valenciana
Palafrugell FM,true,https://radiopalafrugell.cat/,https://www.facebook.com/RadioPalafrugell,https://twitter.com/RPalafrugellFM,https://www.youtube.com/channel/UCd2iKksl4ejLuzpJr5DRgLg,https://www.instagram.com/radiopalafrugell/,,,,,2009,,,,ES,"Carrer de les Botines, 26. Apartat Postal 172, 17200 Palafrugell",17200,Palafrugell,local,false,,Ayuntamiento de Palafrugell,true,false,true,General,local-variado,public,false,ES_2580,41.9157264,3.1642851,,,2022-09-06T09:22:38.874Z,2023-01-27T11:11:19.833Z,2022-09-06T09:22:58.469Z,,,"web, radio",catalan,Subsidies (public or private),Girona,Cataluña
Palau Informatiu,false,http://www.palauinformatiu.info,https://www.facebook.com/PalauInformatiu,https://twitter.com/palauinf,,,,,,,,,,,ES,"Camí Reial, 54 A - 08184 Palau-solità i Plegamans",08014,Palau-Solità i Plegamans,local,false,,Publicació Informativa i de Publicitat,,,,,,private,false,ES_2581,41.5831731,2.1795155,,,2022-09-06T09:22:24.476Z,2023-01-27T11:11:14.800Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
Pallars Digital,true,http://www.naciodigital.cat/pallarsdigital,https://www.facebook.com/pallarsdigital,https://twitter.com/pallarsdigital,https://www.youtube.com/channel/UCE8h7trmvpX3emNajiXgufQ,http://instagram.com/pallarsdigital,https://t.me/pallarsdigital,,,,2013,2013-05-27,,,ES,"Passeig de Gràcia, 26, 4t (08007 Barcelona)",08007,"Pallars Jussà, Pallars Sobirà",local,true,,SCG Aquitània SL.,false,false,true,General,,private,false,ES_2585,41.3903717,2.1679521,,,2022-09-06T09:22:20.994Z,2023-01-27T11:11:21.082Z,2022-09-06T09:22:58.469Z,,,"app, web",catalan,"Suscription, membership or payment, Subsidies (public or private), Advertising",Lleida,Cataluña
Pantalla,false,http://www.pantalla.cat/,https://www.facebook.com/pantalla.cat,https://twitter.com/pantallacat,,,,,,,,,2017,2017-11-02,ES,,,Barcelona,local,true,,,,,,,,,false,ES_2593,41.3873974,2.168568,,,2022-09-06T09:22:22.262Z,2023-01-27T11:11:14.839Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
Pànxing,true,http://www.panxing.net/,https://www.facebook.com/panxing.cat,https://twitter.com/pxcomunicacio,,https://www.instagram.com/panxing_px/,,,,,2000,,,,ES,"Carrer Mestre Enric Morera, 25, 08339 Vilassar de Dalt, Barcelona",08339,"Berguedà, Maresme, Cerdanya, Pirineus",local,false,,Pànxing Comunicació,false,false,true,General,,,false,ES_2594,41.5074922,2.3623045,,,2022-09-06T09:22:31.211Z,2023-01-27T11:11:14.859Z,2022-09-06T09:22:58.469Z,,,"print, web",catalan,"Advertising, e-Commerce, Branded content, Consultancy, events and other sources, Subsidies (public or private)",Barcelona,Cataluña
Papers de Vi,true,http://www.papersdevi.cat/,https://www.facebook.com/papersdevi,https://twitter.com/Papersdevi,,https://www.instagram.com/papersdevi/,,,,,2009,,,,ES,"Eduard Serra i Güell, 2 (08328 Alella)",08328,Alella,local,false,,Associació Cultural Revista Alella,false,false,false,Otros,Vinos-es gastronomía?,,false,ES_2597,41.4959095,2.2917871,,,2022-09-06T09:22:30.723Z,2023-01-27T11:11:14.883Z,2022-09-06T09:22:58.469Z,,,"web, print",catalan,"Advertising, Subsidies (public or private), Suscription, membership or payment",Barcelona,Cataluña
Pares i Nens,false,http://paresinens.cat/,https://www.facebook.com/ParesiNens,https://twitter.com/ParesiNens,https://www.youtube.com/user/ParesiNens,https://www.instagram.com/paresinens/,,,,,2016,,2022,2022-08-29,ES,"C/ Sant Antoni, 42, 08172 Sant Cugat del Vallès (Barcelona)",08172,Sant Cugat del Vallès,local,true,Tot Media,"Tot Media, S.L.",false,false,false,Hogar y familia,padres e hijos,private,false,ES_2601,41.4695627,2.0809895,,,2022-09-06T09:22:14.760Z,2024-03-03T21:14:16.192Z,2022-09-06T09:22:58.469Z,,,web,catalan,Advertising,Barcelona,Cataluña
Penedés Economic,true,http://www.penedeseconomic.com/,https://www.facebook.com/penedes.economic/,,,,,,,,2011,,,,ES,"General Cortijo, 21A - Vilafranca del Penedès 08720 Barcelona",08720,Vilafranca del Penedès,local,false,,"EL CARGOL PUBLICACIONS, SL",false,false,false,Economía y empresa,,private,false,ES_2614,41.3425798,1.7002438,,,2022-09-06T09:22:09.646Z,2023-01-27T11:11:14.944Z,2022-09-06T09:22:58.469Z,,,"print, web",catalan,"Suscription, membership or payment, Advertising",Barcelona,Cataluña
Piera TV,false,http://www.viladepiera.cat/ptv,https://www.facebook.com/viladepiera,https://twitter.com/viladepiera,,,,,,,,,2020,2020-04-19,ES,"Carrer de la Plaça, 16, 08784 Piera, Barcelona",08784,Piera,local,false,,Ajuntament de Piera,,,false,Otros,Ayuntamiento,,false,ES_2633,41.51804,1.7435059,,,2022-09-06T09:22:10.048Z,2023-01-27T11:11:15.008Z,2022-09-06T09:22:58.469Z,,,"web, tv",catalan,,Barcelona,Cataluña
Pilota Veu,false,http://www.pilotaveu.com/,https://www.facebook.com/pilotaveu,https://twitter.com/pilotaveu,,,,,,,,,2018,2018-12-30,ES,"Capella nº 13, 46270 - Algemesí",46270,,local,true,,,,,,,,private,false,ES_2635,39.1925693,-0.4337304,,,2022-09-06T09:21:51.922Z,2023-01-27T11:11:28.983Z,2022-09-06T09:22:58.469Z,,,web,valencian,,Valencia/València,Comunitat Valenciana
Pirineus TV,true,http://www.pirineustv.cat/,https://www.facebook.com/PirineusTV,https://twitter.com/PirineusTV,https://www.youtube.com/channel/UCHGZ5b7kCc-dc2c2YNb7pbA,,,,,,2006,,,,ES,"Avenida Pau Claris, 8 entresòl. 25700 La Seu d’Urgell",25700,"Alt Urgell, Cerdanya, Pallars Jussà, Pallars Subirà, Alta Ribagorça",local,false,,Cadena Pirenaica de Ràdio i Televisió,false,false,true,General,,,false,ES_2639,42.3574965,1.4595834,,,2022-09-06T09:22:08.204Z,2023-01-27T11:11:21.103Z,2022-09-06T09:22:58.469Z,,,web,catalan,Advertising,Lleida,Cataluña
PortaVeu,true,http://www.portaveu.cat/,,,,,,,,,2008,,,,ES,"Porta, 11 25740 Ponts",25740,Noguera,local,false,,,false,false,false,Otros,local con agenda propia,,false,ES_2676,41.914829,1.1846004,,,2022-09-06T09:22:03.367Z,2023-01-27T11:11:21.121Z,2022-09-06T09:22:58.469Z,,,"print, web",catalan,"Subsidies (public or private), Advertising, e-Commerce, Suscription, membership or payment",Lleida,Cataluña
Principal,true,https://www.principal.cat/,https://www.facebook.com/principalpr,https://twitter.com/principal_cat,,https://www.instagram.com/principal.cat/,,,https://www.linkedin.com/company/85645332,,2022,2022-10-01,,,ES,"Calle de l'Espigolera, 19, 08960 Sant Just Desvern, Barcelona",08960,Sant Just Desvern,local,true,,"Revolutionary Operations, S.L.",false,false,false,,,private,false,,41.384858566526624,2.061459882146806,,,2023-08-02T18:35:05.301Z,2023-08-02T18:35:08.612Z,2023-08-02T18:35:08.602Z,,,web,"catalan, spanish",Advertising,Barcelona,Cataluña
Público,true,http://www.publico.es/,https://www.facebook.com/diario.publico,https://twitter.com/publico_es,https://www.youtube.com/channel/UCVimQoXNCZuEnZRVAbuYMiw,https://www.instagram.com/publico.es/,https://telegram.me/publico_es,,,,2007,,,,ES,"BALMES, 150, 6º , 08018 Barcelona",08018,Madrid,national,false,,"DISPLAY CONNECTORS, SL",true,true,true,General,,,true,ES_2698,41.3941622,2.1567277,tienda,,2022-09-06T09:22:19.305Z,2023-01-27T11:12:05.403Z,2022-09-06T09:22:58.469Z,,,"web, app, print","catalan, spanish","Advertising, e-Commerce, Suscription, membership or payment",Madrid,Madrid; Comunidad de
Rac 1,true,http://www.rac1.org/,https://www.facebook.com/rac1oficial,https://twitter.com/rac1,,https://www.instagram.com/rac1oficial/,,,,,2005,,,,ES,"Avenida Diagonal, 477, 15a planta, 08036 Barcelona.",08036,,local,false,Godó,"Radiocat XXI, SL",true,true,true,General,,private,false,ES_2727,41.3925658,2.1458302,,,2022-09-06T09:22:18.020Z,2023-01-27T11:11:15.187Z,2022-09-06T09:22:58.469Z,,,"app, web, radio",catalan,"Advertising, Branded content",Barcelona,Cataluña
Rac 105,true,http://www.rac105.cat/,https://www.facebook.com/rac105,https://twitter.com/rac105,https://www.instagram.com/rac105/,https://www.youtube.com/channel/UCcCgppoSdv9ZvixFyJTIRqQ,https://t.me/RAC105,,,,2006,,,,ES,"Avenida Diagonal, 477, 15a planta, 08036 Barcelona.",08036,Barcelona,local,false,Godó,Radiocat XXI,true,false,false,Cultura (literatura; cine; música; arte),Musica,private,false,ES_2728,41.3925658,2.1458302,,,2022-09-06T09:22:18.055Z,2023-01-27T11:11:15.212Z,2022-09-06T09:22:58.469Z,,,"app, web, radio",catalan,Advertising,Barcelona,Cataluña
Racó Català,true,http://www.racocatala.cat/,https://www.facebook.com/racocatala,https://twitter.com/racocatala,,https://www.instagram.com/racocatala/,,,,,1999,1999-03-04,,,ES,"ORTIGOSA 14, 5è 3a 08010 - BARCELONA.",08010,,local,true,,TIRABOL PRODUCCIONS SL,false,false,false,Política,catalana,private,false,ES_2729,41.3885641,2.1759677,libros,,2022-09-06T09:22:23.965Z,2023-01-27T11:11:15.234Z,2022-09-06T09:22:58.469Z,,,web,catalan,"Subsidies (public or private), Advertising, e-Commerce",Barcelona,Cataluña
Radar FM,false,http://www.radarfm.cat/,https://www.facebook.com/radarfm,https://twitter.com/radar_fm,,,,,,,,,,,ES,,,,local,false,,,,,,,,,false,ES_2730,,,,,2022-09-06T09:22:54.954Z,2023-01-27T11:11:21.643Z,2022-09-06T09:22:58.469Z,,,web,catalan,,ES Unknown,
Ràdio 4,true,http://www.rtve.es/radio/radio4/,,https://twitter.com/radio4_rne,,https://www.instagram.com/radio4_rne/,,,,,1995,,,,ES,"Avenida Radio Televisión, 4, 28223 Pozuelo de Alarcón, Madrid",28223,Barcelona,local,false,RTVE (Radiotelevisión Española),Corporación de Radio y Televisión Española,true,false,true,General,,public,false,ES_2734,40.4093175,-3.7887563,,,2022-09-06T09:16:23.149Z,2023-01-27T11:11:15.256Z,2022-09-06T09:22:58.469Z,,,"app, tv, web, radio",catalan,,Barcelona,Cataluña
Ràdio Abrera,true,http://www.radioabrera.cat,https://es-es.facebook.com/pages/category/Telecommunication-Company/Radio-Abrera-1079-FM-1757219614513950/,https://twitter.com/AbreraInforma,,https://www.instagram.com/abrerainfo/,,,,,2006,,,,ES,"Major, 3. 2a. planta CP 08630 Abrera (Barcelona)",08630,Abrera,local,false,,,true,false,true,General,,,false,ES_2742,41.5175266,1.9017802,,,2022-09-06T09:22:11.991Z,2023-01-27T11:11:15.273Z,2022-09-06T09:22:58.469Z,,,"radio, app, web",catalan,"Advertising, Subsidies (public or private)",Barcelona,Cataluña
Radio Aktiva,false,http://radioaktivat.org/,https://www.facebook.com/AktivaFm,https://twitter.com/AktivaFm,,,,,,,,,2019,2019-03-05,ES,,,Alcoy,local,false,,,,,,,,private,false,ES_2745,38.6987066,-0.4810937,,,2022-09-06T09:21:50.719Z,2023-01-27T11:11:25.750Z,2022-09-06T09:22:58.469Z,,,web,valencian,,Alicante/Alacant,Comunitat Valenciana
Radio Alcoy,true,http://www.radioalcoy.com/,https://www.facebook.com/radioalcoy,https://twitter.com/RadioAlcoy,https://www.youtube.com/channel/UC0dbftndrYRBCXokhJtV-ZQ,https://www.instagram.com/radio_alcoy,,,,,2002,,,,ES,"Bajos B-C, Carrer Doctor Sempere, 16, 03803 Alcoi, Alicante",03803,Alcoy,local,false,Prisa,PRISA,true,true,true,General,,private,false,ES_2749,38.7002467,-0.4781943,,,2022-09-06T09:21:50.860Z,2023-01-27T11:11:29.086Z,2022-09-06T09:22:58.469Z,,,"app, radio, web","spanish, valencian","Branded content, Advertising",Valencia/València,Comunitat Valenciana
