media,area_of_influence,ojd,CCAA,PROV,AREA,platform,PGD,distribution,Origin,media_iber,active_iber,url_iber,address_iber,zipcode_iber,lat_iber,lng_iber,platform_iber,province_iber,CCAA_iber
,,,,,,,,,,l'econòmic,True,leconomic.cat," Diputació, 284, 4t. 08009 Barcelona",8009.0,41.3922176,2.1696427,"app, web, print",Barcelona,CAT
,,,,,,,,,,l'esportiu de catalunya,True,lesportiudecatalunya.cat,Riu Guell 68 - Girona 17005 (Girona),17005.0,41.9832325,2.8146369,"print, app, web",Girona,CAT
,,,,,,,,,,levante ud radio,True,levanteud.com,"Carrer de Sant Vicent de Paül, 44, 46019 València",46019.0,39.494752,-0.3645819,"web, radio",Valencia/València,PV
,,,,,,,,,,lhdigital,True,lhdigital.cat,"Plaça Francesc Macià, 25",8902.0,41.36471199718496,2.1280222,"print, web, tv",Barcelona,CAT
,,,,,,,,,,l'hora | el diari en línia de nou cicle,True,noucicle.org,,,,,web,Barcelona,CAT
,,,,,,,,,,línia,True,liniaxarxa.cat,Mallorca Num.354 P.en Pta.1  08013  - Barcelona,8013.0,41.4031163,2.181871,"web, print",Barcelona,CAT
,,,,,,,,,,línia barcelonès nord,True,liniaxarxa.cat,Mallorca Num.354 P.en Pta.1  08013  - Barcelona,8013.0,41.4031163,2.181871,"print, web",Barcelona,CAT
,,,,,,,,,,línia les corts,True,liniaxarxa.cat,Mallorca Num.354 P.en Pta.1  08013  - Barcelona,8013.0,41.4031163,2.181871,"print, web",Barcelona,CAT
,,,,,,,,,,línia l’h,True,liniaxarxa.cat,Mallorca Num.354 P.en Pta.1  08013  - Barcelona,8013.0,41.4031163,2.181871,"web, print",Barcelona,CAT
,,,,,,,,,,línia mar baix maresme,True,liniaxarxa.cat,Mallorca Num.354 P.en Pta.1  08013  - Barcelona,8013.0,41.4031163,2.181871,"print, web",Barcelona,CAT
,,,,,,,,,,línia sarrià,True,liniaxarxa.cat,Mallorca Num.354 P.en Pta.1  08013  - Barcelona,8013.0,41.4031163,2.181871,"web, print",Barcelona,CAT
,,,,,,,,,,línia vallès cerdanyola,True,liniaxarxa.cat,Mallorca Num.354 P.en Pta.1  08013  - Barcelona,8013.0,41.4031163,2.181871,"print, web",Barcelona,CAT
,,,,,,,,,,línia vallès oriental,True,liniaxarxa.cat,Mallorca Num.354 P.en Pta.1  08013  - Barcelona,8013.0,41.6174157,2.2954588,"print, web",Barcelona,CAT
,,,,,,,,,,llagostera ràdio,True,llagosteraradio.cat,"Sant Pere, 5 - Llagostera",17240.0,41.8288221,2.8925398,"radio, web",Girona,CAT
,,,,,,,,,,lleida diari,True,lleidadiari.cat,"Avinguda Fontanet, 19-21 Local 2 - 25001 - Lleida",25001.0,41.6044595,0.6410121,web,Lleida,CAT
,,,,,,,,,,lliure i millor,False,lliureimillor.cat,"Sant Mer, 68 - Banyoles 17820",17820.0,42.122729,2.7606601,web,Girona,CAT
,,,,,,,,,,llobregós informatiu,True,llobregos.info,"Baix, 8 - 25750 - Torà",25750.0,41.812435,1.4034576,"print, web",Lleida,CAT
,,,,,,,,,,l’opció,True,lopcio.cat,"Avenir, 24 1r 2a -43800 - Valls",43800.0,41.2854449,1.2494589,"print, web",Tarragona,CAT
,,,,,,,,,,lo pedris,True,lopedris.cat,Passeig La Mussara 3 - 43380 - Vilaplana (Baix Camp) CATALUNYA (ES),43380.0,41.2538043,1.0309436,"print, web",Tarragona,CAT
,,,,,,,,,,l'unilateral,True,unilateral.cat,"RONDA ALFONS XII, 90, 2n, 2a - Mataró - Barcelona",8302.0,41.5363949,2.4378802,web,Barcelona,CAT
,,,,,,,,,,malgrat comunicació,True,malgratcomunicacio.cat,Carme 30 - 08380 - Malgrat de Mar (Barcelona),8380.0,41.6457258,2.7411314,"web, print",Barcelona,CAT
,,,,,,,,,,manresa diari,True,manresadiari.cat,"Pompeu Fabra, 13 1r pis - 08240 - MANRESA",8240.0,41.72637,1.8227389,web,Barcelona,CAT
,,,,,,,,,,maresme 360,True,maresme360.cat,"C / Pau Casals, 49 CP: 17410 a Sils, Girona",17410.0,41.8542639,2.7329014,web,Girona,CAT
,,,,,,,,,,matadepera tv,False,matadepera.cat,"Pere Aldavert, 4 - 08230 - Matadepera",8230.0,41.5996076,2.0283522,web,Barcelona,CAT
,,,,,,,,,,mataró audiovisual,True,mataroaudiovisual.alacarta.cat,,,41.5944791,2.4801989,"web, radio, tv",Barcelona,CAT
,,,,,,,,,,mataró ràdio,True,mataroradio.cat,"Juan Sebastiàn Elcano, 6 1r., 08302 de Mataró",8302.0,41.5360475,2.435503,"web, tv, radio",Barcelona,CAT
,,,,,,,,,,mètode,True,metode.cat,"Quart, 80. 46008 – València.",46008.0,39.4754591,-0.3863311,"web, print",Valencia/València,PV
,,,,,,,,,,mislata news,True,mislatanews.com,"Carrer Regatxo, 18, 46920 Mislata, Valencia",46920.0,39.4785573,-0.420093,web,Valencia/València,PV
,,,,,,,,,,mislata radio,True,mislataradio.com,,46920.0,39.4766346,-0.4184093,web,Valencia/València,PV
,,,,,,,,,,molins tv,False,molinstvonline.cat,"Torras i Bages, 26 Molins de Rei",8750.0,41.4138239,2.0218037,web,Barcelona,CAT
,,,,,,,,,,món empresarial,False,monempresarial.com,"Tuset 19, 1º 2ª - 08006-Barcelona",8006.0,41.3960982,2.1513154,"web, print",Barcelona,CAT
,,,,,,,,,,montcada ràdio,False,montcadaradio.com,"Avenida de la Unitat, 6 - 08110 MONTCADA I REIXAC",8110.0,41.4800493,2.1872085,"web, radio, app",Barcelona,CAT
,,,,,,,,,,nationalia,True,nationalia.cat,"Rocafort, 242 bis, 2n, 08029 Barcelona, España",8029.0,41.3861122,2.1447086,web,Barcelona,CAT
,,,,,,,,,,noticiari es saig,True,essaig.cat,"Apartat de correus, núm. 152, Algaida",7210.0,39.5601816,2.8918657,"radio, print, web",Illes Balears,IB
,,,,,,,,,,noticias comunitat valenciana,True,noticiascv.com,,,,,web,ES Unknown,
,,,,,,,,,,nous catalans,False,nouscatalans.cat,,,41.3873974,2.168568,web,Barcelona,CAT
,,,,,,,,,,nova badia,False,novabadia.com,,,41.508052,2.1152932,web,Barcelona,CAT
,,,,,,,,,,nova conca,True,novaconca.cat,"Plaza de la Torratxa, s/n, Valls (Tarragona).",43800.0,41.2872481,1.2545805,"print, web",Tarragona,CAT
,,,,,,,,,,nova ràdio lloret,True,novaradiolloret.org,"Sant Pere, 36. 17310 Lloret de Mar",17310.0,41.70067,2.846199,"radio, tv, web",Girona,CAT
,,,,,,,,,,nova tàrrega,True,novatarrega.cat,"Governador Padules, 2, 25300 - Tàrrega",25300.0,41.6480294,1.137326,"web, print",Lleida,CAT
,,,,,,,,,,novelda radio,True,noveldaradio.es,"San Pascual, 4, 03660 NOVELDA – Alicante",3660.0,38.3857514,-0.76553,"web, radio",Alicante/Alacant,PV
,,,,,,,,,,núvol,True,nuvol.com,"Ferlandina, 43 08001 Barcelona",8001.0,41.3795863,2.1683571,"app, web, print",Barcelona,CAT
,,,,,,,,,,olot televisió,True,olot.tv,"Edifici Simon, Carrer Pou del Glaç, 6-B, 17800 Olot, Girona",17800.0,42.1805011,2.4823338,"tv, web",Girona,CAT
,,,,,,,,,,ona codinenca,True,onacodinenca.cat,"Carretera Sant Llorenç, 6, 08182 Sant Feliu de Codines, Barcelona",8182.0,41.6892628,2.1606422,"web, radio",Barcelona,CAT
,,,,,,,,,,ona la torre,True,ona-latorre.cat,"Garrofers, 8, baixos · 43830 Torredembarra",43830.0,41.1455546,1.4048627,"radio, app, web",Tarragona,CAT
,,,,,,,,,,ona mar,True,onamar.net,"Ronda de Sant Antoni de Llefià, 08913 Badalona, Barcelona",8913.0,41.441092,2.217466,"web, radio",Barcelona,CAT
,,,,,,,,,,ona mediterrània radio,True,onamediterrania.cat,"Can Alcover - Espai de cultura de Sant Alonso, 24. 07001 Palma (Illes Balears)",7001.0,39.5666004,2.6526286,web,Illes Balears,IB
,,,,,,,,,,ona sants-monjüic,True,onadesants.cat,"Premià, 15 2on - 08014 BARCELONA (Catalunya)",8014.0,41.3764963,2.1389247,"radio, web",Barcelona,CAT
,,,,,,,,,,onda cero castellón,True,ondacero.es,"Ronda del Millars, 186, 12002 Castellón de la Plana, Castellón",12002.0,39.9807701,-0.0430706,"radio, web, app",Castellón/Castelló,PV
,,,,,,,,,,onda cero catalunya,True,ondacero.es,"La Rambla, 88, 08002 Barcelona",8002.0,41.3816771,2.1730395,"web, app, radio",Barcelona,CAT
,,,,,,,,,,onda cero lleida,True,ondacero.es,"Avenida Isla Graciosa 13 - CP: 28703 San Sebastián de los Reyes, Madrid. ",28703.0,40.5573101,-3.6157183,"web, radio, app",Lleida,CAT
,,,,,,,,,,onda cero marina-baixa,True,ondacero.es,"Plaça de la Generalitat, 8, 03570 La Vila Joiosa, Alacant",3570.0,38.5060519,-0.2323997,"app, web, radio",Alicante/Alacant,PV
,,,,,,,,,,onda cero tarragona,True,ondacero.es,"Rambla Nova, 43001 Tarragona",43001.0,41.1170589,1.2493634,"web, app, radio",Tarragona,CAT
,,,,,,,,,,onda cero vilanova,True,ondacero.es,"Rambla de Josep Antoni Vidal, 10, 08800 Vilanova i la Geltrú, Barcelona",8800.0,41.2208035,1.7253507,"web, app, radio",Barcelona,CAT
,,,,,,,,,,on economía,True,oneconomia.com,"Numància, 46, 4a A - 08029 Barcelona",8029.0,41.38343776823957,2.139417925799574,web,Barcelona,CAT
,,,,,,,,,,opcions,True,opcions.org,Pg. d'Urrutia 17 - 08042 Barcelona,8042.0,41.4362889,2.1646814,"print, web, app",Barcelona,CAT
,,,,,,,,,,orgull ràdio,False,orgull.cat,"Casal Mas Guinardó, Plaça Salvador Riera, 2. 08041 Barcelona",8041.0,41.4185311,2.1747276,"radio, app, web",Barcelona,CAT
,,,,,,,,,,osona informa!,False,osonainforma.cat,"Santa Llucia, 82, baixos - Terrassa - 08222",8222.0,41.560028,2.0325903,web,Barcelona,CAT
,,,,,,,,,,página 66,True,pagina66.com,"Gongora 11, 1, 03803 Alcoy, Alacant",3803.0,38.7026697,-0.4782268,web,Alicante/Alacant,PV
,,,,,,,,,,palafrugell fm,True,radiopalafrugell.cat,"Carrer de les Botines, 26. Apartat Postal 172, 17200 Palafrugell",17200.0,41.9157264,3.1642851,"web, radio",Girona,CAT
,,,,,,,,,,palau informatiu,False,palauinformatiu.info,"Camí Reial, 54 A - 08184 Palau-solità i Plegamans",8014.0,41.5831731,2.1795155,web,Barcelona,CAT
,,,,,,,,,,pantalla,False,pantalla.cat,,,41.3873974,2.168568,web,Barcelona,CAT
,,,,,,,,,,papers de vi,True,papersdevi.cat,"Eduard Serra i Güell, 2 (08328 Alella)",8328.0,41.4959095,2.2917871,"web, print",Barcelona,CAT
,,,,,,,,,,pares i nens,False,paresinens.cat,"C/ Sant Antoni, 42, 08172 Sant Cugat del Vallès (Barcelona)",8172.0,41.4695627,2.0809895,web,Barcelona,CAT
,,,,,,,,,,piera tv,False,viladepiera.cat,"Carrer de la Plaça, 16, 08784 Piera, Barcelona",8784.0,41.51804,1.7435059,"web, tv",Barcelona,CAT
,,,,,,,,,,pilota veu,False,pilotaveu.com,"Capella nº 13, 46270 - Algemesí",46270.0,39.1925693,-0.4337304,web,Valencia/València,PV
,,,,,,,,,,pirineus tv,True,pirineustv.cat,"Avenida Pau Claris, 8 entresòl. 25700 La Seu d’Urgell",25700.0,42.3574965,1.4595834,web,Lleida,CAT
,,,,,,,,,,portaveu,True,portaveu.cat,"Porta, 11 25740 Ponts",25740.0,41.914829,1.1846004,"print, web",Lleida,CAT
,,,,,,,,,,principal,True,principal.cat,"Calle de l'Espigolera, 19, 08960 Sant Just Desvern, Barcelona",8960.0,41.38485856652662,2.061459882146806,web,Barcelona,CAT
,,,,,,,,,,público,True,publico.es,"BALMES, 150, 6º , 08018 Barcelona",8018.0,41.3941622,2.1567277,"web, app, print",Madrid,MAD
,,,,,,,,,,rac 1,True,rac1.org,"Avenida Diagonal, 477, 15a planta, 08036 Barcelona.",8036.0,41.3925658,2.1458302,"app, web, radio",Barcelona,CAT
,,,,,,,,,,rac 105,True,rac105.cat,"Avenida Diagonal, 477, 15a planta, 08036 Barcelona.",8036.0,41.3925658,2.1458302,"app, web, radio",Barcelona,CAT
,,,,,,,,,,radar fm,False,radarfm.cat,,,,,web,ES Unknown,
,,,,,,,,,,ràdio 4,True,rtve.es,"Avenida Radio Televisión, 4, 28223 Pozuelo de Alarcón, Madrid",28223.0,40.4093175,-3.7887563,"app, tv, web, radio",Barcelona,CAT
,,,,,,,,,,ràdio abrera,True,radioabrera.cat,"Major, 3. 2a. planta CP 08630 Abrera (Barcelona)",8630.0,41.5175266,1.9017802,"radio, app, web",Barcelona,CAT
,,,,,,,,,,radio aktiva,False,radioaktivat.org,,,38.6987066,-0.4810937,web,Alicante/Alacant,PV
,,,,,,,,,,radio alcoy,True,radioalcoy.com,"Bajos B-C, Carrer Doctor Sempere, 16, 03803 Alcoi, Alicante",3803.0,38.7002467,-0.4781943,"app, radio, web",Valencia/València,PV
,,,,,,,,,,radio altea,True,radioaltea.com,"Centro Juvenil, Carrer la Tella, s/n, 03590 Altea, Alicante",3590.0,38.6053973,-0.0446392,"web, radio, app",Alicante/Alacant,PV
,,,,,,,,,,ràdio arenys,True,radioarenys.cat,,8350.0,41.5855397,2.5470339,"app, web, radio",Barcelona,CAT
,,,,,,,,,,ràdio arenys de munt,True,radioarenysmunt.cat,"Plaza de l'Església, nº 5, 2on. pis - Arenys de Munt",8358.0,41.6093683,2.5408414,web,Barcelona,CAT
,,,,,,,,,,ràdio argentona,True,argentona.cat,"Carrer les Parres, 21 – 23, 08310 Argentona, Barcelona",8310.0,41.5538481,2.404362,"radio, web",Barcelona,CAT
,,,,,,,,,,ràdio artà,True,radioarta.cat,"Plaça de l'Ajuntament, 1, 07570 Artà, Illes Balears",7570.0,39.6951167,3.3512107,"radio, web",Illes Balears,IB
,,,,,,,,,,ràdio badalona,False,radiob.cat,"Sant Agustí 11, 08915 Badalona (Barcelona)",8915.0,41.4591172,2.2493867,"radio, tv, app, web",Barcelona,CAT
,,,,,,,,,,radio bala,False,radiobalamanresa.wordpress.com,,,41.7295121,1.821158001,web,Barcelona,CAT
,,,,,,,,,,radio balaguer,True,radiobalaguer.cat,Plaza Mercadal 1 Balaguer (La Noguera),25600.0,41.7895608,0.804651,"app, radio, web",Lleida,CAT
,,,,,,,,,,ràdio balsareny,False,radiobalsareny.org,,8660.0,41.8634562,1.8745219,web,Barcelona,CAT
,,,,,,,,,,ràdio banyoles,True,Radiobanyoles.cat,"Pere Alsius 11, segona planta - Apartat de Correus 248 - 17820 Banyoles (Pla de l'Estany)",17820.0,42.1148321,2.7539868,"radio, web",Girona,CAT
,,,,,,,,,,ràdio barcelona,True,cadenaser.com,"Gran Vía núm. 32, 28013 de Madrid",28013.0,40.420417,-3.703471,"radio, web, app",Barcelona,CAT
,,,,,,,,,,ràdio begues,True,radiobegues.cat,"Passeig de l'Església, 1 , 08859 Begues, Barcelona",8859.0,41.3310595,1.9221762,web,Barcelona,CAT
,,,,,,,,,,ràdio blanes,True,radioblanes.cat,"Avenida de la Pau, 4 - 17300 Blanes (Girona)",17300.0,41.6785404,2.7889923,"web, app, radio",Girona,CAT
,,,,,,,,,,ràdio bon matí,False,radiobonmati.net,"Amer,1 2n 1a - 17164 - Sant Julià del Llor i Bonmatí",17164.0,41.9666313,2.6432784,web,Girona,CAT
,,,,,,,,,,ràdio cabrera,True,audiovisualcabrera.net,"Camí de Can Segarra, 40, 08349 Cabrera de Mar",8349.0,41.5308745,2.3909083,"radio, web",Barcelona,CAT
,,,,,,,,,,ràdio caldes,True,radiocaldes.cat,"Centre Cívic i Cultural - Buenos Aires, 16 - 18 - 08140 Caldes de Montbui",8140.0,41.6338,2.1645,"radio, app, web",Barcelona,CAT
,,,,,,,,,,radio calella televisió,True,radiocalella.cat,"Sant Jaume, 339, 08370 Calella, Barcelona",8370.0,41.6174328,2.6618076,"radio, tv, web",Barcelona,CAT
,,,,,,,,,,ràdio canet,True,radiocanet.cat,"Font 8 1er, 08360, Canet de Mar",8360.0,41.5889734,2.5803886,"web, radio",Barcelona,CAT
,,,,,,,,,,ràdio canovelles city,False,radiocanovelles.com,,8420.0,41.6237835,2.2679632,web,Barcelona,CAT
,,,,,,,,,,ràdio cap de creus,False,radiocapdecreus.radiostream321.com,"Carles Rahola, 11, 17488 Cadaqués, Girona",17488.0,42.2920169,3.2819021,web,Girona,CAT
,,,,,,,,,,ràdio capellades,False,radiocapellades.net,,8786.0,41.5309648,1.685923,web,Barcelona,CAT
,,,,,,,,,,ràdio cardedeu,False,radiocardedeu.com,,8440.0,41.6394024,2.3591531,web,Barcelona,CAT
,,,,,,,,,,ràdio cassà,True,radiocassa.cat,"Carrer Coma, 3, 17244 Cassà de la Selva, Girona",17244.0,41.8890363,2.8759667,"radio, web",Girona,CAT
,,,,,,,,,,ràdio castelldefels,True,radiocastelldefels.org,"Bisbe Urquinaona, 19, 08860 Castelldefels, Barcelona",8860.0,41.282827,1.9778314,web,Barcelona,CAT
,,,,,,,,,,radio castellón,True,cadenaser.com,"Calle José María Guinot Galán, 5, 12003 Castellón de la Plana, Castellón",12003.0,39.9852045,-0.0205001,"web, radio, app",Castellón/Castelló,PV
,,,,,,,,,,ràdio celrà,True,radio.celra.cat,"Ctra. de Juià, 46 Celrà El Gironès 17460 Catalunya",17460.0,42.02686,2.874074,"web, radio",Girona,CAT
,,,,,,,,,,ràdio ciutat vella,False,radiociutatvella.es,"Carrer de la Riera Alta, 13, 08001 Barcelona",8001.0,41.3804401,2.1666366,"web, radio",Barcelona,CAT
,,,,,,,,,,ràdio cocentaina,True,radiococentaina.com,"Plaça la Vila, 1, 03820 Cocentaina, Alacant",3820.0,38.7441365,-0.4400491,"radio, web",Alicante/Alacant,PV
,,,,,,,,,,ràdio cornellà,True,radiocornella.cat,"Costa Brava, 7, 08940 Cornellà de Llobregat",8940.0,41.3602995,2.0724296,"web, radio, app",Barcelona,CAT
,,,,,,,,,,ràdio cubelles,True,radiocubelles.cat,"Colom, 7 08880 Cubelles",8880.0,41.2085908,1.6731257,"radio, web, app",Barcelona,CAT
,,,,,,,,,,ràdio cunit,False,radiocunit.cat,"Francesc Maciá, 43, 1 r 43881 Cunit",43881.0,41.1977817,1.6350914,web,Tarragona,CAT
,,,,,,,,,,ràdio despí,True,radiodespi.net,"Avenida de Barcelona, 64, 08970 Sant Joan Despí, Barcelona, España",8970.0,41.3710036,2.0764594,"web, radio",Barcelona,CAT
,,,,,,,,,,ràdio desvern,True,radiodesvern.com,"Carrer Carles Mercader, 17, 08960 Sant Just Desvern, Barcelona",8960.0,41.386966,2.0755448,"radio, web, app",Barcelona,CAT
,,,,,,,,,,ràdio dos 84,False,radiodos84.com,"Ravalet, 40 - 17450 – Hostalric (Girona",17450.0,41.7451,2.64261,web,Girona,CAT
,,,,,,,,,,radio elche,True,cadenaser.com,"Carrer Dr. Caro, 43, 03201 Elx, Alacant",3201.0,38.2675633,-0.7010891,"web, app, radio",Alicante/Alacant,PV
,,,,,,,,,,radio esparreguera,True,radioesparreguera.cat,"Carrer Ferran Puig, 36, 08292 Esparreguera, Barcelona",8292.0,41.5413213,1.8670294,"web, app, radio",Barcelona,CAT
,,,,,,,,,,radio esport valencia,False,radioesport914.com,"Av. del Mestre Rodrigo, 84, 46035 València",46035.0,39.4898986,-0.4061492,web,Valencia/València,PV
,,,,,,,,,,ràdio estel,True,radioestel.com,"Comtes de Bell-lloc, 67-69, Barcelona",8014.0,41.3798313,2.1374476,"web, radio, app",Barcelona,CAT
,,,,,,,,,,ràdio èxit,False,radioexit.com,,,39.0200099,1.4821482,web,Illes Balears,IB
,,,,,,,,,,ràdio falset,True,radiofalset.cat,Plaza de la Quartera 6-A - 43730 - Falset,43730.0,41.1461312,0.8203784,"radio, app, web",Tarragona,CAT
,,,,,,,,,,ràdio flaixbac,True,radioflaixbac.cat,"Passeig de Gràcia, 55, novena planta - 08007 Barcelona",8007.0,41.3923037,2.1635693,"radio, app, web",Barcelona,CAT
,,,,,,,,,,ràdio flix,True,radioflix.cat,,,,,"radio, web",Tarragona,CAT
,,,,,,,,,,ràdio gavà,True,radiogava.cat,Guifré el Pelós n.4,8850.0,41.30656,1.99622,"app, tv, web, radio",Barcelona,CAT
,,,,,,,,,,ràdio gelida,True,radiogelida.cat,"Mossèn Jaume Via, 17 08790 Gelida, Barcelona",8790.0,41.4398217,1.8639784,"web, app, radio",Barcelona,CAT
,,,,,,,,,,ràdio girona,True,cadenaser.com,"Plaça de Josep Pla i Casadevall, 15, 17001 Girona",17001.0,41.9830398,2.8219306,"web, radio, app",Girona,CAT
,,,,,,,,,,ràdio gladys palmera,True,gladyspalmera.com,"Diputación, 310. Esc. A; 2º 2ª - 08009-Barcelona",8009.0,41.3938744,2.1718637,"app, web, radio",Barcelona,CAT
,,,,,,,,,,radio gracia,True,lameva.barcelona.cat,,8012.0,41.40254445,2.156596731,"web, radio",Barcelona,CAT
,,,,,,,,,,ràdio granollers,True,emisora.org.es,"Carrer d'Enric Prat de la Riba, 77, 08401 Granollers, Barcelona",8401.0,41.6019123,2.2844701,"radio, app, web",Barcelona,CAT
,,,,,,,,,,ràdio hospitalet,True,radiohospitalet.cat,"Plaza Catalunya, 8 | Via Augusta, 16 43890 L'Hospitalet de l'infant",43890.0,40.9919717,0.9228661,web,Tarragona,CAT
,,,,,,,,,,ràdio igualada,True,radioigualada.cat,"Carrer de Lleida, 78, 08700 Igualada, Barcelona",8700.0,41.5841642,1.6277345,"web, radio",Barcelona,CAT
,,,,,,,,,,ràdio illa formentera,False,radioilla.cat,"Av. de Portossaler, 88, 07860 San Francisco Javier, Illes Balears",7860.0,38.7076887,1.4260246,"radio, web",Illes Balears,IB
,,,,,,,,,,radio klara,True,radioklara.org," l'Hospital, 2 -7 - pta. 5, 46001 València",46001.0,39.4713871,-0.3802427,"app, radio, web",Valencia/València,PV
,,,,,,,,,,ràdio l’arboç,True,radiobaixpenedes.com,"Casa de Cultura de Can Rossell, al Major 37",43720.0,41.2659877,1.6020337,"app, radio, web",Tarragona,CAT
,,,,,,,,,,radio la selva,True,radiolaselva.cat,,,41.2050591,1.1257082,"app, radio, web",Tarragona,CAT
,,,,,,,,,,ràdio la vall,False,radiolavall.cat,"Plaça Major d'Hostalets, 2, 17178 Les Preses, Girona",17178.0,42.1463998,2.4597346,"web, radio",Girona,CAT
,,,,,,,,,,ràdio les borges,True,radiolesborges.cat,"Catalunya sn, altell Poliesportiu Francesc Macià - 25400 - Les Borges Blanques",25400.0,41.51937,0.86948,"web, radio",Lleida,CAT
,,,,,,,,,,ràdio l'escala,True,radiolescala.cat,"Plaza de les Escoles - 4-5 3er - Edifici Can Masset  - 17130 L'Escala, Girona",17130.0,42.1094266,3.1428341,"radio, web, tv",Girona,CAT
,,,,,,,,,,ràdio les planes,True,radiolesplanes.com,"La Roureda, 1  - 17172 Les Planes d'Hostoles ",17172.0,42.05495,2.54148,"radio, web",Girona,CAT
,,,,,,,,,,ràdio litoral,False,radiolitoral.org,"Ignasi Mas Morell, 5 08395 Sant Pol de Mar",8395.0,41.6004701,2.6207299,web,Barcelona,CAT
,,,,,,,,,,ràdio llavaneres,True,radiollavaneres.cat,,8392.0,41.5754747,2.4831483,"web, radio",Barcelona,CAT
,,,,,,,,,,ràdio lleida,True,cadenaser.com,"Carrer del Riu, 2, 25007 Lleida",25007.0,41.6181027,0.632169,"radio, web, app",Lleida,CAT
,,,,,,,,,,ràdio l'om,True,radiolom.es,"Nou n 42, Picassent, 46220 València ",46220.0,39.3628465,-0.4620866,"web, app, radio",Valencia/València,PV
,,,,,,,,,,radio manises,True,radiomanises.es,"Plaça del Castell, 2, 46940 Manises, València",46940.0,39.4932881,-0.4574639,"radio, web, app",Valencia/València,PV
,,,,,,,,,,ràdio manlleu,True,radiomanlleu.cat,"Carrer d'Alta Cortada, 1, 08560 Manlleu, Barcelona",8560.0,42.0010857,2.2835129,"radio, web",Barcelona,CAT
,,,,,,,,,,radio marca barcelona,True,radiomarcabarcelona.com,"Avenida Diagonal,460 3º 08006 Barcelona.",8006.0,41.396202,2.1572407,"web, print, radio, app",Barcelona,CAT
,,,,,,,,,,ràdio maricel,True,radiomaricel.cat,"Sant Honorat 28, Sitges",8870.0,41.2384004,1.8151123,"web, radio",Barcelona,CAT
,,,,,,,,,,ràdio marina,True,radiomarina.com,Ca la Guidó 1 - 17003 Blanes (Girona,17003.0,41.6813265,2.7797684,"radio, web",Girona,CAT
,,,,,,,,,,ràdio masquefa,False,miratv.cat,,,41.501395,1.8141603,web,Barcelona,CAT
,,,,,,,,,,radio matarranya,True,radiomatarranya.com,"Av. Cortes de Aragón, 33, 44580 Valderrobres, Teruel",44580.0,40.8722754,0.1548729,"app, web, radio, print",Teruel,ARA
,,,,,,,,,,radio milleniun de alicante,False,radiomilleniumdealicante.es,,,38.3459963,-0.4906855,web,Alicante/Alacant,PV
,,,,,,,,,,ràdio mistelera,False,radiomistelera.blogspot.com.es,"Partida Pinella B, 1, 03709 Dénia, Alicante",3709.0,38.8332945,0.0633455,"web, radio",Alicante/Alacant,PV
,,,,,,,,,,ràdio molins de rei,True,radiomolinsderei.cat,"Carrer de Foment, 6, 08750 Molins de Rei, Barcelona",8750.0,41.4113476,2.0151906,"app, radio, web",Barcelona,CAT
,,,,,,,,,,ràdio mollet,True,radiomollet.com,"Plaza de Cinco Pinos, 1, 1r (El Lledoner) - 08100 Mollet del Vallès",8100.0,41.5442788,2.2071539,"app, web, radio",Barcelona,CAT
,,,,,,,,,,ràdio montblanc,True,radiomontblanc.cat,"Poblet i Teixidó, 10 - 43400 Montblanc",43400.0,41.3757007,1.1619416,"web, radio",Tarragona,CAT
,,,,,,,,,,ràdio montgrí,False,radiomontgri.com,"C. de Sant Ramon, 40. 17257 Torroella de Montgrí",17257.0,42.0388999,3.1258067,web,Girona,CAT
,,,,,,,,,,ràdio montornès,True,radio.montornes.cat,"Plaça dels Països Catalans, 1, 08170 Montornès del Vallès, Barcelona",8170.0,41.5406821,2.2633441,"web, app, radio",Barcelona,CAT
,,,,,,,,,,ràdio mora de ebre,True,radiomoradebre.cat,"Antoni Asens, 7 2n, 43740 Mora d'Ebre",43740.0,41.0909324,0.6435361,"app, web, radio",Tarragona,CAT
,,,,,,,,,,radio nova,True,vilanovainformacio.cat,"Carrer dels Horts, 2, 08800 Vilanova i la Geltrú, Barcelona, Catalunya",8800.0,41.2275595,1.7229641,"web, radio",Barcelona,CAT
,,,,,,,,,,radio olot,True,radiolot.cat,"Plaça del Mig, 17800 Olot, Girona",17800.0,42.1816156,2.4882984,"web, radio, app",Girona,CAT
,,,,,,,,,,ràdio ona,True,radioona.com,"Plaza Nova, 11, baixos - 08570 Torelló",8570.0,42.0471809,2.2637985,"web, radio",Barcelona,CAT
,,,,,,,,,,radio ontinyent,True,radioontinyent.com,"de l'Ereta, 2A, 46870 Ontinyent, Valencia",46870.0,38.8235097,-0.6037853,"radio, web, app",Valencia/València,PV
,,,,,,,,,,ràdio palafolls,True,radiopalafolls.cat,"St. Lluís, sn. 08389 Palafolls (Barcelona)",8389.0,41.6616158,2.7515312,"web, app, radio",Barcelona,CAT
,,,,,,,,,,ràdio palafrugell,True,radiopalafrugell.cat,"Botines, 26, 2n. Ap.Correus 172. 17200 Palafrugell",17200.0,41.9157264,3.1642851,"web, radio",Girona,CAT
,,,,,,,,,,ràdio palamós,True,palamoscomunicacio.cat,Orient 28 - 17230 Palamós,17230.0,41.849995,3.1285299,"app, radio, web",Girona,CAT
