media,area_of_influence,ojd,url,CCAA,PROV,AREA,platform,PGD,distribution,Origin,active_iber,address_iber,zipcode_iber,lat_iber,lng_iber,platform_iber,province_iber,CCAA_iber,type_media_cac,address_cac,lat_cac,lng_cac,zipcode_cac,classification_ojd,sub_classification_ojd,unique_visitors_ojd
ràdio flaixbac,,,radioflaixbac.cat,,,,,,,"Iberfier, CAC",True,"Passeig de Gràcia, 55, novena planta - 08007 Barcelona",8007,41.3923037,2.1635693,"radio, app, web",Barcelona,CAT,Emissora de ràdio,"Passatge Sant Jaume, 12 ,  08391, Tiana",42.433382,1.925862,08391,,,
ràdio flaixbac,,,radioflaixbac.cat,,,,,,,"Iberfier, CAC",True,"Passeig de Gràcia, 55, novena planta - 08007 Barcelona",8007,41.3923037,2.1635693,"radio, app, web",Barcelona,CAT,Emissora de ràdio,"Passeig de gràcia, 55 ,  08007, Barcelona",,,08007,,,
ràdio flaixbac,,,radioflaixbac.cat,,,,,,,"Iberfier, CAC",True,"Passeig de Gràcia, 55, novena planta - 08007 Barcelona",8007,41.3923037,2.1635693,"radio, app, web",Barcelona,CAT,Emissora de ràdio,"Passatge Sant Jaume, 12 ,  08391, Tiana",41.983141,2.824769,08391,,,
ràdio flaixbac,,,radioflaixbac.cat,,,,,,,"Iberfier, CAC",True,"Passeig de Gràcia, 55, novena planta - 08007 Barcelona",8007,41.3923037,2.1635693,"radio, app, web",Barcelona,CAT,Emissora de ràdio,"Passatge Sant Jaume, 12 ,  08391, Tiana",40.812582,0.521447,08391,,,
ràdio flaixbac,,,radioflaixbac.cat,,,,,,,"Iberfier, CAC",True,"Passeig de Gràcia, 55, novena planta - 08007 Barcelona",8007,41.3923037,2.1635693,"radio, app, web",Barcelona,CAT,Emissora de ràdio,"Passatge Sant Jaume, 12 ,  08391, Tiana",41.723103,1.827113,08391,,,
ràdio flaixbac,,,radioflaixbac.cat,,,,,,,"Iberfier, CAC",True,"Passeig de Gràcia, 55, novena planta - 08007 Barcelona",8007,41.3923037,2.1635693,"radio, app, web",Barcelona,CAT,Emissora de ràdio,"Passeig de gràcia, 55 ,  08007, Barcelona",,,08007,,,
ràdio flaixbac,,,radioflaixbac.cat,,,,,,,"Iberfier, CAC",True,"Passeig de Gràcia, 55, novena planta - 08007 Barcelona",8007,41.3923037,2.1635693,"radio, app, web",Barcelona,CAT,Emissora de ràdio,"Passatge Sant Jaume, 12 ,  08391, Tiana",41.614989,0.626866,08391,,,
ràdio flaixbac,,,radioflaixbac.cat,,,,,,,"Iberfier, CAC",True,"Passeig de Gràcia, 55, novena planta - 08007 Barcelona",8007,41.3923037,2.1635693,"radio, app, web",Barcelona,CAT,Emissora de ràdio,"Passatge Sant Jaume, 12 ,  08391, Tiana",41.119017,1.244885,08391,,,
ràdio flix,,,radioflix.cat,,,,,,,"Iberfier, CAC",True,,,,,"radio, web",Tarragona,CAT,Emissora de ràdio,"Carrer Sant Jordi, 1-3 ,  43750, Flix",41.229750,0.549340,43750,,,
ràdio gavà,,,radiogava.cat,,,,,,,"Iberfier, CAC",True,Guifré el Pelós n.4,8850,41.30656,1.99622,"app, tv, web, radio",Barcelona,CAT,Emissora de ràdio,"Carrer Guifré El Pelós, 4 ,  08840, Gavà",41.315296,2.013321,08840,,,
ràdio gelida,,,radiogelida.cat,,,,,,,"Iberfier, CAC",True,"Mossèn Jaume Via, 17 08790 Gelida, Barcelona",8790,41.4398217,1.8639784,"web, app, radio",Barcelona,CAT,Emissora de ràdio,"Carrer Mossèn Jaume Via, 17  ,  08790, Gelida",41.439915,1.867201,08790,,,
ràdio granollers,,,emisora.org.es,,,,,,,"Iberfier, CAC",True,"Carrer d'Enric Prat de la Riba, 77, 08401 Granollers, Barcelona",8401,41.6019123,2.2844701,"radio, app, web",Barcelona,CAT,Emissora de ràdio,"Carrer Prat de la Riba, 77 Roca Umbert. Fàbrica de les Arts,  08400, Granollers",41.610027,2.290644,08400,,,
ràdio igualada,,,radioigualada.cat,,,,,,,"Iberfier, CAC",True,"Carrer de Lleida, 78, 08700 Igualada, Barcelona",8700,41.5841642,1.6277345,"web, radio",Barcelona,CAT,Emissora de ràdio,"Carrer Lleida, 78 ,  08700, Igualada",41.584118,1.627504,08700,,,
ràdio la vall,,,radiolavall.cat,,,,,,,"Iberfier, CAC",False,"Plaça Major d'Hostalets, 2, 17178 Les Preses, Girona",17178,42.1463998,2.4597346,"web, radio",Girona,CAT,Emissora de ràdio,"Carrer Major, 2 ,  17178, Les Preses",42.141752,2.460874,17178,,,
ràdio les borges,,,radiolesborges.cat,,,,,,,"Iberfier, CAC",True,"Catalunya sn, altell Poliesportiu Francesc Macià - 25400 - Les Borges Blanques",25400,41.51937,0.86948,"web, radio",Lleida,CAT,Emissora de ràdio,"Carrer Catalunya, s/n ,  25400, Les Borges Blanques",41.519370,0.869480,25400,,,
ràdio l'escala,,,radiolescala.cat,,,,,,,"Iberfier, CAC",True,"Plaza de les Escoles - 4-5 3er - Edifici Can Masset  - 17130 L'Escala, Girona",17130,42.1094266,3.1428341,"radio, web, tv",Girona,CAT,Emissora de ràdio,"Plaça de les Escoles, 4-5 Edifici Can Masset,  17130, L'Escala",42.122880,3.131538,17130,,,
ràdio les planes,,,radiolesplanes.com,,,,,,,"Iberfier, CAC",True,"La Roureda, 1  - 17172 Les Planes d'Hostoles ",17172,42.05495,2.54148,"radio, web",Girona,CAT,Emissora de ràdio,"Carrer La Roureda, 1 ,  17172, Les Planes d'Hostoles",42.052970,2.541910,17172,,,
ràdio llavaneres,,,radiollavaneres.cat,,,,,,,"Iberfier, CAC",True,,8392,41.5754747,2.4831483,"web, radio",Barcelona,CAT,Emissora de ràdio,"Avinguda Catalunya, 56 ,  08392, Sant Andreu de Llavaneres",41.571679,2.481029,08392,,,
ràdio manlleu,,,radiomanlleu.cat,,,,,,,"Iberfier, CAC",True,"Carrer d'Alta Cortada, 1, 08560 Manlleu, Barcelona",8560,42.0010857,2.2835129,"radio, web",Barcelona,CAT,Emissora de ràdio,"Carrer Alta Cortada, 1  Edifici Can Puget,  08560, Manlleu",42.003544,2.285201,08560,,,
ràdio maricel,,,radiomaricel.cat,,,,,,,"Iberfier, CAC",True,"Sant Honorat 28, Sitges",8870,41.2384004,1.8151123,"web, radio",Barcelona,CAT,Emissora de ràdio,"Carrer Sant Honorat, 28 ,  08870, Sitges",41.238460,1.815073,08870,,,
ràdio marina,,,radiomarina.com,,,,,,,"Iberfier, CAC",True,Ca la Guidó 1 - 17003 Blanes (Girona,17003,41.6813265,2.7797684,"radio, web",Girona,CAT,Emissora de ràdio,"Carrer Ca La Guidó, 1 ,  17300, Blanes",41.681150,2.780189,17300,,,
ràdio marina,,,radiomarina.com,,,,,,,"Iberfier, CAC",True,Ca la Guidó 1 - 17003 Blanes (Girona,17003,41.6813265,2.7797684,"radio, web",Girona,CAT,Emissora de ràdio,"Carrer Ca La Guidó, 1, baixos,  17300, Blanes",41.613274,2.656991,17300,,,
ràdio masquefa,,,miratv.cat,,,,,,,"Iberfier, CAC",False,,,41.501395,1.8141603,web,Barcelona,CAT,Emissora de ràdio,"Carrer Sant Antoni, 1 ,  08783, Masquefa",41.502156,1.810917,08783,,,
ràdio molins de rei,,,radiomolinsderei.cat,,,,,,,"Iberfier, CAC",True,"Carrer de Foment, 6, 08750 Molins de Rei, Barcelona",8750,41.4113476,2.0151906,"app, radio, web",Barcelona,CAT,Emissora de ràdio,"Carrer Foment, 6,  08750, Molins de Rei",41.411366,2.015121,08750,,,
ràdio montblanc,,,radiomontblanc.cat,,,,,,,"Iberfier, CAC",True,"Poblet i Teixidó, 10 - 43400 Montblanc",43400,41.3757007,1.1619416,"web, radio",Tarragona,CAT,Emissora de ràdio,"Carrer Poblet i Teixidor, 10 ,  43400, Montblanc",41.375701,1.161942,43400,,,
ràdio montgrí,,,radiomontgri.com,,,,,,,"Iberfier, CAC",False,"C. de Sant Ramon, 40. 17257 Torroella de Montgrí",17257,42.0388999,3.1258067,web,Girona,CAT,Emissora de ràdio,"Carrer Sant Ramon, 40 ,  17257, Torroella de Montgrí",42.038883,3.125894,17257,,,
ràdio montornès,,,radio.montornes.cat,,,,,,,"Iberfier, CAC",True,"Plaça dels Països Catalans, 1, 08170 Montornès del Vallès, Barcelona",8170,41.5406821,2.2633441,"web, app, radio",Barcelona,CAT,Emissora de ràdio,"Plaça del Països Catalans, 1 ,  08170, Montornès del Vallès",41.540640,2.263413,08170,,,
ràdio ona,,,radioona.com,,,,,,,"Iberfier, CAC",True,"Plaza Nova, 11, baixos - 08570 Torelló",8570,42.0471809,2.2637985,"web, radio",Barcelona,CAT,Emissora de ràdio,"Plaça Nova, 11, baixos,  08570, Torelló",42.049161,2.262661,08570,,,
ràdio palafolls,,,radiopalafolls.cat,,,,,,,"Iberfier, CAC",True,"St. Lluís, sn. 08389 Palafolls (Barcelona)",8389,41.6616158,2.7515312,"web, app, radio",Barcelona,CAT,Emissora de ràdio,"Carrer Sant Lluís, s/n Centre d’Art i Mèdia,  08389, Palafolls",41.668452,2.750734,08389,,,
ràdio palafrugell,,,radiopalafrugell.cat,,,,,,,"Iberfier, CAC",True,"Botines, 26, 2n. Ap.Correus 172. 17200 Palafrugell",17200,41.9157264,3.1642851,"web, radio",Girona,CAT,Emissora de ràdio,"Calle de les Botines, 26 ,  17200, Palafrugell",41.915726,3.164285,17200,,,
ràdio palamós,,,palamoscomunicacio.cat,,,,,,,"Iberfier, CAC",True,Orient 28 - 17230 Palamós,17230,41.849995,3.1285299,"app, radio, web",Girona,CAT,Emissora de ràdio,"Carrer Orient, 28,  17230, Palamós",41.850141,3.128462,17230,,,
ràdio pineda,,,radiopineda.com,,,,,,,"Iberfier, CAC",True,"Justícia, 23-25 - 08397 PINEDA DE MAR (Barcelona)",8397,41.6231483,2.6886724,"radio, web, app",Barcelona,CAT,Emissora de ràdio,"Carrer  Justícia, 25-27 ,  08397, Pineda de Mar",41.623169,2.688706,08397,,,
ràdio pista,,,radiopista.cat,,,,,,,"Iberfier, CAC",True,"Major, 46 - 08550 Els Hostalets de Balenya, Barcelona",8550,41.8124895,2.2348543,"web, app, radio",Barcelona,CAT,Emissora de ràdio,"Carrer de la Pista, 2 ,  08550, Balenyà",41.812460,2.234760,08550,,,
ràdio premià de mar,,,radiopremiademar.org,,,,,,,"Iberfier, CAC",True,"Eixample, 80, 08330 Premià de Mar, Barcelona",8330,41.4946642,2.3591531,"app, radio, web",Barcelona,CAT,Emissora de ràdio,"Carrer Eixample, 80 ,  08330, Premià de Mar",41.494664,2.359153,08330,,,
ràdio puig-reig,,,radiopuig-reig.net,,,,,,,"Iberfier, CAC",True,"Carrer Pau Casals, 1, 08692 Puig-reig",8692,41.97402,1.87903,"web, app, radio",Barcelona,CAT,Emissora de ràdio,"Carrer Pau Casals, 1 ,  08692, Puig-reig",41.973942,1.879098,08692,,,
ràdio ràpita,,,enacast.com,,,,,,,"Iberfier, CAC",True,"Plaza Carles III, 13 - 43540 Sant Carles De La Ràpita - Tarragona",43540,40.6211045,0.5928936,"radio, web",Tarragona,CAT,Emissora de ràdio,"Plaça Carles III, 13 ,  43540, La Ràpita",40.620299,0.592598,43540,,,
ràdio rosselló,,,radiorossello.radiostream321.com,,,,,,,"Iberfier, CAC",False,"Av. Catalunya, 25124 Rosselló, Lleida",25124,41.696519,0.5962448,web,Lleida,CAT,Emissora de ràdio,"Avinguda Catalunya, 2 ,  25124, Rosselló",41.696630,0.596293,25124,,,
ràdio rubí,,,radiorubi.fm,,,,,,,"Iberfier, CAC",True,,,,,"web, radio, app",Barcelona,CAT,Emissora de ràdio,"Carrer Joaquim Blume, s/n Complex Cultural l'Escarvívol,  08191, Rubí",41.497117,2.034924,08191,,,
ràdio sallent,,,radiosallent.cat,,,,,,,"Iberfier, CAC",False,"Passeig Biblioteca, 08650 Sallent, Barcelona",8650,41.8224405,1.8982305,"web, radio",Barcelona,CAT,Emissora de ràdio,"Passeig de la Biblioteca, s/n, s/n ,  08650, Sallent",41.822441,1.898230,08650,,,
ràdio sant andreu,,,radiosantandreu.com,,,,,,,"Iberfier, CAC",True,"Av Constitució 24, 08740 Sant Andreu de la Barca",8740,41.449461,1.967272,"web, radio",Barcelona,CAT,Emissora de ràdio,"Avinguda Constitució, 24 ,  08740, Sant Andreu de la Barca",41.448250,1.969150,08740,,,
ràdio sant boi,,,radiosantboi.cat,,,,,,,"Iberfier, CAC",True,"Plaza Ajuntament, 1 - 08830 Sant Boi de Llobregat",8830,41.3476983,2.0432784,"radio, app, web",Barcelona,CAT,Emissora de ràdio,"Carrer Torras i Bages, 45 ,  08830, Sant Boi de Llobregat",41.348653,2.041453,08830,,,
ràdio sant cebrià,,,radiosantcebria.cat,,,,,,,"Iberfier, CAC",False,"Miquel Martí i Pol, 2 - Sant Cebrià de Vallalta",8396,41.6192958,2.6010883,web,Barcelona,CAT,Emissora de ràdio,"Carrer Martí i Pol, 2 ,  08396, Sant Cebrià de Vallalta",41.619899,2.599704,08396,,,
ràdio sant feliu,,,rsf.cat,,,,,,,"Iberfier, CAC",True,Abadia s/n - 17220 Sant Feliu de Guíxols,17220,41.7850237,3.031659,"web, radio",Girona,CAT,Emissora de ràdio,"Plaça Lluís Companys, 1 Can Ricart,  08980, Sant Feliu de Llobregat",41.381043,2.044098,08980,,,
ràdio sant feliu,,,rsf.cat,,,,,,,"Iberfier, CAC",True,Abadia s/n - 17220 Sant Feliu de Guíxols,17220,41.7850237,3.031659,"web, radio",Girona,CAT,Emissora de ràdio,"Carrer Abadía, s/n ,  17220, Sant Feliu de Guíxols",41.779964,3.026188,17220,,,
ràdio sant hilari,,,radiosanthilari.com,,,,,,,"Iberfier, CAC",False,"Plaza Gravalosa, 4 17403 Sant Hilari Sacalm",17403,41.8788842,2.5097174,web,Girona,CAT,Emissora de ràdio,"Plaça Gravalosa, 4 Casa de Cultura,  17403, Sant Hilari Sacalm",41.878800,2.509820,17403,,,
ràdio sant joan,,,rsj.cat,,,,,,,"Iberfier, CAC",False,"Ctra.D'Olot, 53  -  17857 St. Joan les Fonts (Girona)",17857,42.2121238,2.5109837,web,Girona,CAT,Emissora de ràdio,"Carretera d'Olot, 53 ,  17857, Sant Joan les Fonts",42.212060,2.511160,17857,,,
ràdio sant joan,,,rsj.cat,,,,,,,"Iberfier, CAC",False,"Ctra.D'Olot, 53  -  17857 St. Joan les Fonts (Girona)",17857,42.2121238,2.5109837,web,Girona,CAT,Emissora de ràdio,"Passatge Mas Sant Joan, 7 ,  08250, Sant Joan de Vilatorrada",41.742000,1.802530,08250,,,
ràdio sant quirze,,,radiosantquirze.cat,,,,,,,"Iberfier, CAC",True,"C Pompeu Fabra, 25, 6 08192 Sant Quirze del Vallès",8192,41.532511,2.0803467,"radio, app, web",Barcelona,CAT,Emissora de ràdio,"Carrer Pompeu Fabra, 25 ,  08192, Sant Quirze del Vallès",41.532530,2.080351,08192,,,
ràdio sant sadurní,,,radiosantsadurni.wordpress.com,,,,,,,"Iberfier, CAC",False,Pompeu Fabra 34 08770 Sant Sadurní d’Anoia,8770,41.4238872,1.7905945,web,Barcelona,CAT,Emissora de ràdio,"Carrer Pompeu Fabra  , 34-36 Edifici de l'Índex,  08770, Sant Sadurní d'Anoia",41.426176,1.786751,08770,,,
ràdio sarrià,,,radio.sarriadeter.cat,,,,,,,"Iberfier, CAC",False,"Firal, 60 - 17840 Sarrià de Ter (Girona)",17840,42.0177275,2.8245743,web,Girona,CAT,Emissora de ràdio,"Carrer Firal, 60 ,  17840, Sarrià de Ter",42.017723,2.824494,17840,,,
ràdio silenci,,,radiosilenci.cat,,,,,,,"Iberfier, CAC",True,"Carrer dels Banys, 8, 08530 La Garriga, Barcelona",8530,41.6842294,2.28549,"web, app, radio",Barcelona,CAT,Emissora de ràdio,"Carrer Banys, 8-10 Local 3,  08530, La Garriga",41.680381,2.283340,08530,,,
ràdio súria,,,radiosuria.cat,,,,,,,"Iberfier, CAC",True,"Tarragona 15-17, Súria, Barcelona",8260,41.8313089,1.7540218,"radio, web",Barcelona,CAT,Emissora de ràdio,"Carrer Tarragona, 15-17 ,  08260, Súria",41.831309,1.754022,08260,,,
ràdio taradell,,,radiotaradell.com,,,,,,,"Iberfier, CAC",True,"Centre Cultural Costa i Font - Ctra. de Balenyà, 101 · 08552 Taradell",8552,41.8710243,2.2846626,web,Barcelona,CAT,Emissora de ràdio,"Carretera Balenyà, 101 Centre Cultural Costa i Font,  08552, Taradell",41.874939,2.286420,08552,,,
ràdio tiana,,,lalocal.tianat.cat,,,,,,,"Iberfier, CAC",True,"Carrer Marquès de Monistrol, 3, 08391 Tiana, Barcelona",8391,41.4813801,2.2689827,web,Barcelona,CAT,Emissora de ràdio,"Carrer Monistrol, 3 ,  08391, Tiana",41.480394,2.269184,08391,,,
ràdio tordera,,,radiotordera.cat,,,,,,,"Iberfier, CAC",True,"Ciutadans, 2 - 08490 Tordera - (Barcelona)",8490,41.701313,2.7189138,"app, web, radio",Barcelona,CAT,Emissora de ràdio,"Carrer Ciutadans, 2 ,  08490, Tordera",41.701368,2.719091,08490,,,
ràdio tortosa,,,radiotortosa.cat,,,,,,,"Iberfier, CAC",False,"Montcada, 27 baixos - 43500 Tortosa",43500,40.8133436,0.5236979,web,Tarragona,CAT,Emissora de ràdio,"Carrer de Montcada, 27 ,  43500, Tortosa",40.812550,0.521442,43500,,,
ràdio vic,,,radiovic.cat,,,,,,,"Iberfier, CAC",True,"08500, Rambla de Montcada, 28, 08500 Vic, Barcelona",8500,41.9287875,2.2581843,"app, web, print, radio",Barcelona,CAT,Emissora de ràdio,"Rambla dels Montcada, 28 ,  08500, Vic",41.930437,2.254434,08500,,,
ràdio vilablareix,,,radiovilablareix.cat,,,,,,,"Iberfier, CAC",True,"Perelló, número 108, Edifici Can Ballí – 1a planta – 17180 Vilablareix",17180,41.9527253,2.7938198,"app, web, radio",Girona,CAT,Emissora de ràdio,"Carrer Perelló, 108 , 108 Edifici Can Ballí,  17180, Vilablareix",41.952650,2.793840,17180,,,
ràdio vilafant,,,radiovilafant.net,,,,,,,"Iberfier, CAC",True,Figueres nº 5 17740 VILAFANT,17740,42.2466919,2.9379762,"radio, web",Girona,CAT,Emissora de ràdio,"Carrer Figueres, 5 ,  17740, Vilafant",42.246692,2.937976,17740,,,
ràdio vila-sacra,,,radiovila-sacra.cat,,,,,,,"Iberfier, CAC",False,"Plaza de les Escoles, 1 - 17485 Vila-sacra",17485,42.2654013,3.0182054,web,Girona,CAT,Emissora de ràdio,"Plaça de les Escoles, 1 ,  17485, Vila-sacra",42.265432,3.018678,17485,,,
ràdio vitamènia,,,radiovitamenia.wordpress.com,,,,,,,"Iberfier, CAC",False,Santa Maria de Palautordera,8460,41.6933702,2.4458308,"web, radio",Barcelona,CAT,Emissora de ràdio,"Carrer Doctor Robert, 4 ,  08460, Santa Maria de Palautordera",41.693384,2.445938,08460,,,
ràdio voltregà,,,radiovoltrega.com,,,,,,,"Iberfier, CAC",True,"Ateneu de Sant Hipòlit - Bisbe Morgades, 1 - Sant Hipòlit de Voltregà (Osona)",8512,42.0158634,2.2385985,"web, radio",Barcelona,CAT,Emissora de ràdio,"Carrer Bisbe Morgades, 1 Edifici Ateneu,  08512, Sant Hipòlit de Voltregà",42.015875,2.238173,08512,,,
ser catalunya,,,cadenaser.com,,,,,,,"Iberfier, CAC",True,"Casp, 6, 08010 Barcelona",8010,41.3888249,2.1701846,"app, web, radio",Barcelona,CAT,Emissora de ràdio,"Plaça del Mig, s/n Edifici Can Trincheria,  17800, Olot",42.181532,2.488194,17800,,,
ser catalunya,,,cadenaser.com,,,,,,,"Iberfier, CAC",True,"Casp, 6, 08010 Barcelona",8010,41.3888249,2.1701846,"app, web, radio",Barcelona,CAT,Emissora de ràdio,"Carrer Vila Antònia, 5 ,  25007, Lleida",41.618176,0.631076,25007,,,
ser catalunya,,,cadenaser.com,,,,,,,"Iberfier, CAC",True,"Casp, 6, 08010 Barcelona",8010,41.3888249,2.1701846,"app, web, radio",Barcelona,CAT,Emissora de ràdio,"Carrer del Riu, 2 ,  25007, Lleida",42.412987,1.131307,25007,,,
ser catalunya,,,cadenaser.com,,,,,,,"Iberfier, CAC",True,"Casp, 6, 08010 Barcelona",8010,41.3888249,2.1701846,"app, web, radio",Barcelona,CAT,Emissora de ràdio,"Carrer Casp, 6 ,  ",41.220030,1.534784,,,,
ser catalunya,,,cadenaser.com,,,,,,,"Iberfier, CAC",True,"Casp, 6, 08010 Barcelona",8010,41.3888249,2.1701846,"app, web, radio",Barcelona,CAT,Emissora de ràdio,"Carrer Casp, 6 ,  08099, Barcelona",41.929821,2.255083,08099,,,
ser catalunya,,,cadenaser.com,,,,,,,"Iberfier, CAC",True,"Casp, 6, 08010 Barcelona",8010,41.3888249,2.1701846,"app, web, radio",Barcelona,CAT,Emissora de ràdio,"Carrer Casp, 6 ,  08099, Barcelona",41.389075,2.170512,08099,,,
ser catalunya,,,cadenaser.com,,,,,,,"Iberfier, CAC",True,"Casp, 6, 08010 Barcelona",8010,41.3888249,2.1701846,"app, web, radio",Barcelona,CAT,Emissora de ràdio,"Avinguda del Canal, 7 ,  25230, Mollerussa",41.994622,1.517106,25230,,,
ser catalunya,,,cadenaser.com,,,,,,,"Iberfier, CAC",True,"Casp, 6, 08010 Barcelona",8010,41.3888249,2.1701846,"app, web, radio",Barcelona,CAT,Emissora de ràdio,"Carrer Cristòfol Despuig, 23 ,  08010, Tortosa",41.053003,0.440000,08010,,,
ser catalunya,,,cadenaser.com,,,,,,,"Iberfier, CAC",True,"Casp, 6, 08010 Barcelona",8010,41.3888249,2.1701846,"app, web, radio",Barcelona,CAT,Emissora de ràdio,"Carrer Dídac Garrell, 10 ,  17230, Palamós",42.267310,2.960590,17230,,,
ser catalunya,,,cadenaser.com,,,,,,,"Iberfier, CAC",True,"Casp, 6, 08010 Barcelona",8010,41.3888249,2.1701846,"app, web, radio",Barcelona,CAT,Emissora de ràdio,"Avinguda de Roma, 5-A 2o 2a, 5 ,  43000, Tarragona",41.119649,1.239777,43000,,,
ser catalunya,,,cadenaser.com,,,,,,,"Iberfier, CAC",True,"Casp, 6, 08010 Barcelona",8010,41.3888249,2.1701846,"app, web, radio",Barcelona,CAT,Emissora de ràdio,"Carrer Casp, 6 ,  08010, Barcelona",41.665520,1.270990,08010,,,
ser catalunya,,,cadenaser.com,,,,,,,"Iberfier, CAC",True,"Casp, 6, 08010 Barcelona",8010,41.3888249,2.1701846,"app, web, radio",Barcelona,CAT,Emissora de ràdio,"Carrer del riu, 2 ,  27005, Lleida",42.701766,0.795521,27005,,,
ser catalunya,,,cadenaser.com,,,,,,,"Iberfier, CAC",True,"Casp, 6, 08010 Barcelona",8010,41.3888249,2.1701846,"app, web, radio",Barcelona,CAT,Emissora de ràdio,"Carrer Casp, 6 ,  08010, Barcelona",41.983140,2.824798,08010,,,
tarragona ràdio,,,tarragonaradio.cat,,,,,,,"Iberfier, CAC",True,"Avenida Roma 5-B, 1r 1ª. - 43005 Tarragona - ES",43005,41.1187986,1.2427974,"app, web, radio",Tarragona,CAT,Emissora de ràdio,"Avinguda Roma, 5-B ,  43005, Tarragona",41.118856,1.242852,43005,,,
vallès visió,,,vallesvisio.cat,,,,,,,"Iberfier, CAC",True,"Cinco Pinos, número 1 · 08100 Mollet del Vallès",8100,41.5450948,2.2089109,"web, app, tv",Barcelona,CAT,Canal de televisió,"Plaça Cinco Pinos, 1 ,  08100, Mollet del Vallès",41.542550,2.211371,08100,,,
sies,Catalunya,no OJD,sies.tv,CAT,CAT,,digital,,,"AMIC, Iberfier",True,"Plaza Josep Pla, 11, 4t 17001 de Girona (Catalunya)",17001,41.9829779,2.821548,web,Girona,CAT,,,,,,,,
revistamirall,Catalunya,OJD,revistamirall.com,CAT,CAT,,digital,,,"AMIC, Iberfier",True,"Carrer Caballero, 65. 08014 Barcelona",8014,41.3832889,2.136604,web,Illes Balears,IB,,,,,,,,
donesdigital,Catalunya,no OJD,donesdigital.cat,CAT,CAT,,digital,,,"AMIC, Iberfier",True,"Rambla Catalunya, 10, 08007 Barcelona",8007,41.3881611,2.1680116,web,Barcelona,CAT,,,,,,,,
regio7,Catalunya Central,OJD,regio7.cat,CAT,B,cc,digital,,,"AMIC, Iberfier",True,"Sant Antoni M. Claret, 32 - 08240 Manresa (Barcelona)",8240,41.7313145,1.8336049,"print, web, app",Barcelona,CAT,,,,,,,,
penedeseconomic,Catalunya,no OJD,penedeseconomic.com,CAT,CAT,,digital,,,"AMIC, Iberfier",True,"General Cortijo, 21A - Vilafranca del Penedès 08720 Barcelona",8720,41.3425798,1.7002438,"print, web",Barcelona,CAT,,,,,,,,
naciodigital,Catalunya,OJD,naciodigital.cat,CAT,CAT,,digital,,,"AMIC, Iberfier",False,"Passeig de Gràcia, 26, 08007 Barcelona",8007,41.3903717,2.1679521,web,Barcelona,CAT,,,,,,,,
naciodigital,Catalunya,OJD,naciodigital.cat,CAT,CAT,,digital,,,"AMIC, Iberfier",True,"Passeig de Gràcia, 26, 4t (08007 Barcelona)",8007,41.3903717,2.1679521,"web, app",Barcelona,CAT,,,,,,,,
naciodigital,Catalunya,OJD,naciodigital.cat,CAT,CAT,,digital,,,"AMIC, Iberfier",True,"Passeig de Gràcia, 26, 4t (08007 Barcelona)",8007,41.3903717,2.1679521,"web, app",Barcelona,CAT,,,,,,,,
naciodigital,Catalunya,OJD,naciodigital.cat,CAT,CAT,,digital,,,"AMIC, Iberfier",True,"Passeig de Gràcia, 26, 4t (08007 Barcelona)",8007,41.3903717,2.1679521,"app, web",Tarragona,CAT,,,,,,,,
naciodigital,Catalunya,OJD,naciodigital.cat,CAT,CAT,,digital,,,"AMIC, Iberfier",True,"Passeig de Gràcia, 26, 4t (08007 Barcelona)",8007,41.3903717,2.1679521,"app, web",Barcelona,CAT,,,,,,,,
naciodigital,Catalunya,OJD,naciodigital.cat,CAT,CAT,,digital,,,"AMIC, Iberfier",True,"Passeig de Gràcia, 26, 4t (08007 Barcelona)",8007,41.3903717,2.1679521,"app, web",Lleida,CAT,,,,,,,,
naciodigital,Baix montseny/ Vallès Or i la Selva,OJD,naciodigital.cat,CAT,B,,digital,,,"AMIC, Iberfier",False,"Passeig de Gràcia, 26, 08007 Barcelona",8007,41.3903717,2.1679521,web,Barcelona,CAT,,,,,,,,
